X,Y,substrict,time,price,type,direction,square,price per m2,PageUrl
116.481662,39.878749,松榆东里,2011.12.08,188,2室1厅1厨1卫,东,71.22,26397,https://bj.ke.com/chengjiao/BJCY02068302.html
116.487808,39.889853,平乐园小区,2011.12.10,142,2室1厅1厨1卫,东 南,62.92,22568,https://bj.ke.com/chengjiao/BJCY84104414.html
116.480977,39.886406,磨房北里,2011.12.11,128,2室1厅1厨1卫,南,58.23,21982,https://bj.ke.com/chengjiao/BJCY40177751.html
116.487808,39.889853,平乐园小区,2011.12.26,107,1室1厅1厨1卫,南 北,46.86,22834,https://bj.ke.com/chengjiao/BJCY02070905.html
116.481662,39.878749,松榆东里,2012.01.02,125,2室1厅1厨1卫,南 北,58.14,21500,https://bj.ke.com/chengjiao/BJCY84148567.html
116.481662,39.878749,松榆东里,2012.01.03,100,1室1厅1厨1卫,南 北,45.27,22090,https://bj.ke.com/chengjiao/BJCY00414468.html
116.480977,39.886406,磨房北里,2012.01.11,155,2室1厅1厨1卫,南,73.04,21221,https://bj.ke.com/chengjiao/BJCY56450916.html
116.481662,39.878749,松榆东里,2012.02.13,176,2室2厅1厨1卫,南 北,78.5,22420,https://bj.ke.com/chengjiao/BJCY00371976.html
116.481662,39.878749,松榆东里,2012.02.18,97,1室1厅1厨1卫,南,39.97,24268,https://bj.ke.com/chengjiao/BJCY84291849.html
116.483653,39.88914,禧福汇,2012.02.18,300,2室2厅1厨1卫,东 南,102.43,29288,https://bj.ke.com/chengjiao/BJCY84206898.html
116.480977,39.886406,磨房北里,2012.02.19,130,2室1厅1厨1卫,南 北,56.01,23210,https://bj.ke.com/chengjiao/BJCY00518025.html
116.480977,39.886406,磨房北里,2012.02.23,136,2室1厅1厨1卫,南 北,55.6,24460,https://bj.ke.com/chengjiao/BJCY84292735.html
116.480977,39.886406,磨房北里,2012.02.26,98,1室1厅1厨1卫,南,43.78,22385,https://bj.ke.com/chengjiao/BJCY84215972.html
116.480977,39.886406,磨房北里,2012.03.05,142,2室1厅1厨1卫,南,59.2,23986,https://bj.ke.com/chengjiao/BJCY84353653.html
116.480977,39.886406,磨房北里,2012.03.16,130,2室1厅1厨1卫,东 南,59.36,21900,https://bj.ke.com/chengjiao/BJCY84381714.html
116.481662,39.878749,松榆东里,2012.03.20,108,1室1厅1厨1卫,南,49.52,21809,https://bj.ke.com/chengjiao/BJCY00365863.html
116.487808,39.889853,平乐园小区,2012.03.22,106,1室1厅1厨1卫,南,46.3,22894,https://bj.ke.com/chengjiao/BJCY00429404.html
116.487808,39.889853,平乐园小区,2012.03.24,103,2室1厅1厨1卫,东 南,46.6,22103,https://bj.ke.com/chengjiao/BJCY84380195.html
116.487808,39.889853,平乐园小区,2012.03.31,149,2室1厅1厨1卫,东 南,64.18,23216,https://bj.ke.com/chengjiao/BJCY84374964.html
116.487808,39.889853,平乐园小区,2012.04.02,168,3室1厅1厨1卫,南 北,81.5,20613,https://bj.ke.com/chengjiao/BJCY84302010.html
116.487808,39.889853,平乐园小区,2012.04.04,147,2室1厅1厨1卫,南 北,60.63,24245,https://bj.ke.com/chengjiao/BJCY36226955.html
116.487808,39.889853,平乐园小区,2012.04.07,147,2室1厅1厨1卫,南 北,61.55,23883,https://bj.ke.com/chengjiao/BJCY84431821.html
116.487808,39.889853,平乐园小区,2012.04.09,109,1室1厅1厨1卫,南 北,46.3,23542,https://bj.ke.com/chengjiao/BJCY84464949.html
116.487808,39.889853,平乐园小区,2012.04.10,118,2室1厅1厨1卫,南 北,49.34,23916,https://bj.ke.com/chengjiao/BJCY84440658.html
116.487808,39.889853,平乐园小区,2012.04.11,118,2室1厅1厨1卫,东 南 北,45.95,25680,https://bj.ke.com/chengjiao/BJCY84409852.html
116.480977,39.886406,磨房北里,2012.04.11,157,2室1厅1厨1卫,东 南,59.36,26449,https://bj.ke.com/chengjiao/BJCY84449803.html
116.481662,39.878749,松榆东里,2012.04.21,124,1室1厅1厨1卫,南,50.6,24506,https://bj.ke.com/chengjiao/BJCY84411674.html
116.487808,39.889853,平乐园小区,2012.04.30,110,1室1厅1厨1卫,南 北,46.3,23758,https://bj.ke.com/chengjiao/BJCY84419807.html
116.487808,39.889853,平乐园小区,2012.04.30,147,2室1厅1厨1卫,南 北,59.77,24594,https://bj.ke.com/chengjiao/BJCY84445692.html
116.481662,39.878749,松榆东里,2012.05.01,161,2室1厅1厨1卫,东,71.22,22606,https://bj.ke.com/chengjiao/BJCY84407799.html
116.487808,39.889853,平乐园小区,2012.05.01,110,1室1厅1厨1卫,南,46.43,23692,https://bj.ke.com/chengjiao/BJCY84408235.html
116.481662,39.878749,松榆东里,2012.05.01,115,1室1厅1厨1卫,南,45.96,25022,https://bj.ke.com/chengjiao/BJCY84499603.html
116.481662,39.878749,松榆东里,2012.05.02,112,1室1厅1厨1卫,南,48.46,23112,https://bj.ke.com/chengjiao/BJCY00421760.html
116.480977,39.886406,磨房北里,2012.05.05,142,2室1厅1厨1卫,南 北,56.76,25018,https://bj.ke.com/chengjiao/BJCY84511491.html
116.481662,39.878749,松榆东里,2012.05.05,107,1室1厅1厨1卫,南 北,45.79,23368,https://bj.ke.com/chengjiao/BJCY84513300.html
116.487808,39.889853,平乐园小区,2012.05.06,102,1室1厅1厨1卫,南 北,46.94,21730,https://bj.ke.com/chengjiao/BJCY00400494.html
116.481662,39.878749,松榆东里,2012.05.06,178,3室1厅1厨1卫,东 南 西,82.24,21644,https://bj.ke.com/chengjiao/BJCY84408092.html
116.487808,39.889853,平乐园小区,2012.05.09,114,1室1厅1厨1卫,南,53.4,21348,https://bj.ke.com/chengjiao/BJCY84444924.html
116.480977,39.886406,磨房北里,2012.05.13,109,1室1厅1厨1卫,南 北,45.4,24009,https://bj.ke.com/chengjiao/BJCY84519535.html
116.481662,39.878749,松榆东里,2012.05.20,193,3室1厅1厨1卫,南 北,82.91,23278,https://bj.ke.com/chengjiao/BJCY00455390.html
116.480977,39.886406,磨房北里,2012.05.20,150,2室1厅1厨1卫,南 北,57.69,26001,https://bj.ke.com/chengjiao/BJCY84541471.html
116.481662,39.878749,松榆东里,2012.05.21,118,1室1厅1厨1卫,南 西,49.11,24028,https://bj.ke.com/chengjiao/BJCY84412018.html
116.487808,39.889853,平乐园小区,2012.05.25,123,1室1厅1厨1卫,南,53.4,23034,https://bj.ke.com/chengjiao/BJCY36220952.html
116.487808,39.889853,平乐园小区,2012.05.27,153,2室1厅1厨1卫,南 北,61.59,24842,https://bj.ke.com/chengjiao/BJCY84570647.html
116.480977,39.886406,磨房北里,2012.05.29,152,1室1厅1厨1卫,南 北,63.11,24085,https://bj.ke.com/chengjiao/BJCY84375235.html
116.481662,39.878749,松榆东里,2012.05.31,153,2室1厅1厨1卫,南 西,72.9,20988,https://bj.ke.com/chengjiao/BJCY84380392.html
116.480977,39.886406,磨房北里,2012.06.04,110,1室1厅1厨1卫,东 西,45.08,24401,https://bj.ke.com/chengjiao/BJCY84525002.html
116.480977,39.886406,磨房北里,2012.06.06,136,2室1厅1厨1卫,南 北,56.96,23876,https://bj.ke.com/chengjiao/BJCY84276190.html
116.480977,39.886406,磨房北里,2012.06.06,147,2室1厅1厨1卫,南 北,60.41,24334,https://bj.ke.com/chengjiao/BJCY84572151.html
116.484172,39.889913,西大望路甲27号院,2012.06.10,140,3室1厅1厨1卫,西 北,68.27,20507,https://bj.ke.com/chengjiao/BJCY00421789.html
116.48072,39.884041,磨房南里,2012.06.13,135,1室1厅1厨1卫,南 西,60.11,22459,https://bj.ke.com/chengjiao/BJCY84460810.html
116.481662,39.878749,松榆东里,2012.06.13,119,1室1厅1厨1卫,南 北,46.03,25853,https://bj.ke.com/chengjiao/BJCY84619951.html
116.481662,39.878749,松榆东里,2012.06.15,100,2室1厅1厨1卫,南,48.4,20661,https://bj.ke.com/chengjiao/BJCY84628940.html
116.483653,39.88914,禧福汇,2012.06.15,320,2室2厅1厨1卫,南 西,96.74,33078,https://bj.ke.com/chengjiao/BJCY00402052.html
116.487808,39.889853,平乐园小区,2012.06.16,149,1室1厅1厨1卫,南,59.77,24929,https://bj.ke.com/chengjiao/BJCY84568223.html
116.487808,39.889853,平乐园小区,2012.06.16,145,2室1厅1厨1卫,南 北,61.55,23558,https://bj.ke.com/chengjiao/BJCY84587638.html
116.480977,39.886406,磨房北里,2012.06.18,142,2室1厅1厨1卫,南 北,59.22,23978,https://bj.ke.com/chengjiao/BJCY84599789.html
116.481662,39.878749,松榆东里,2012.06.18,120,1室1厅1厨1卫,南,49.52,24233,https://bj.ke.com/chengjiao/BJCY84638099.html
116.481662,39.878749,松榆东里,2012.06.21,110,1室1厅1厨1卫,南,50.6,21739,https://bj.ke.com/chengjiao/BJCY84597702.html
116.487808,39.889853,平乐园小区,2012.06.23,118,1室1厅1厨1卫,南 北,47.17,25016,https://bj.ke.com/chengjiao/BJCY00463629.html
116.487808,39.889853,平乐园小区,2012.06.26,120,1室1厅1厨1卫,南 北,47.78,25115,https://bj.ke.com/chengjiao/BJCY84658493.html
116.487808,39.889853,平乐园小区,2012.07.02,125,1室1厅1厨1卫,南,46.82,26698,https://bj.ke.com/chengjiao/BJCY84562724.html
116.487808,39.889853,平乐园小区,2012.07.14,87,1室1厅1厨1卫,南 北,47.17,18444,https://bj.ke.com/chengjiao/BJCY84713717.html
116.481662,39.878749,松榆东里,2012.07.14,123,1室1厅1厨1卫,南,44.94,27370,https://bj.ke.com/chengjiao/BJCY84706278.html
116.480977,39.886406,磨房北里,2012.07.20,140,2室1厅1厨1卫,北,58.3,24014,https://bj.ke.com/chengjiao/BJCY84699431.html
116.480977,39.886406,磨房北里,2012.07.20,123,1室1厅1厨1卫,南 北,45.4,27093,https://bj.ke.com/chengjiao/BJCY84704137.html
116.48072,39.884041,磨房南里,2012.07.21,138,1室1厅1厨1卫,东,59.84,23061,https://bj.ke.com/chengjiao/BJCY84374024.html
116.481662,39.878749,松榆东里,2012.08.05,105,2室1厅1厨1卫,南 北,49.1,21385,https://bj.ke.com/chengjiao/BJCY84776151.html
116.481662,39.878749,松榆东里,2012.08.11,135,1室1厅1厨1卫,南,50.6,26680,https://bj.ke.com/chengjiao/BJCY84762292.html
116.487808,39.889853,平乐园小区,2012.08.12,106,1室1厅1厨1卫,南,46.3,22894,https://bj.ke.com/chengjiao/BJCY84786500.html
116.487808,39.889853,平乐园小区,2012.08.13,119,1室1厅1厨1卫,南,46.3,25702,https://bj.ke.com/chengjiao/BJCY84775246.html
116.483653,39.88914,禧福汇,2012.08.18,535,3室2厅1厨2卫,南 北,148.68,35983,https://bj.ke.com/chengjiao/BJCY84807464.html
116.487808,39.889853,平乐园小区,2012.08.18,128,1室1厅1厨1卫,南 北,46.82,27339,https://bj.ke.com/chengjiao/BJCY84816968.html
116.487808,39.889853,平乐园小区,2012.08.20,167,2室1厅1厨1卫,南 北,60.69,27517,https://bj.ke.com/chengjiao/BJCY84729531.html
116.487627,39.885395,潘道庙,2012.08.25,175,2室1厅1厨1卫,南 北,71.52,24469,https://bj.ke.com/chengjiao/BJCY84528532.html
116.481662,39.878749,松榆东里,2012.08.26,135,1室1厅1厨1卫,南 北,45.96,29373,https://bj.ke.com/chengjiao/BJCY84849677.html
116.480977,39.886406,磨房北里,2012.08.30,126,1室1厅1厨1卫,南 北,45.4,27753,https://bj.ke.com/chengjiao/BJCY84742365.html
116.487808,39.889853,平乐园小区,2012.09.01,165,2室1厅1厨1卫,南 北,62.14,26553,https://bj.ke.com/chengjiao/BJCY84698972.html
116.484172,39.889913,西大望路甲27号院,2012.09.02,155,2室1厅1厨1卫,南 北,57.33,27036,https://bj.ke.com/chengjiao/BJCY84827604.html
116.487808,39.889853,平乐园小区,2012.09.04,185,3室1厅1厨1卫,东 南,78.9,23447,https://bj.ke.com/chengjiao/BJCY84721050.html
116.480977,39.886406,磨房北里,2012.09.06,185,2室1厅1厨1卫,南 北,65.61,28197,https://bj.ke.com/chengjiao/BJCY84893332.html
116.480977,39.886406,磨房北里,2012.09.06,157,1室1厅1厨1卫,南,62.25,25221,https://bj.ke.com/chengjiao/BJCY84730336.html
116.487808,39.889853,平乐园小区,2012.09.12,128,1室1厅1厨1卫,南 北,47.78,26789,https://bj.ke.com/chengjiao/BJCY84915637.html
116.481662,39.878749,松榆东里,2012.09.18,119,1室1厅1厨1卫,西,48.38,24597,https://bj.ke.com/chengjiao/BJCY84779307.html
116.480977,39.886406,磨房北里,2012.09.18,157,2室1厅1厨1卫,南 北,65.33,24032,https://bj.ke.com/chengjiao/BJCY84910834.html
116.48072,39.884041,磨房南里,2012.09.18,119,1室1厅1厨1卫,东 南,44.01,27039,https://bj.ke.com/chengjiao/BJCY84931253.html
116.483653,39.88914,禧福汇,2012.09.22,378,2室1厅1厨1卫,东 南,102.43,36903,https://bj.ke.com/chengjiao/BJCY84862575.html
116.487808,39.889853,平乐园小区,2012.09.23,158,2室1厅1厨1卫,南 北,59.77,26435,https://bj.ke.com/chengjiao/BJCY84856318.html
116.481662,39.878749,松榆东里,2012.09.28,138,2室1厅1厨1卫,西,49.11,28100,https://bj.ke.com/chengjiao/BJCY84980981.html
116.484172,39.889913,西大望路甲27号院,2012.09.28,188,3室1厅1厨1卫,南 北,70.16,26796,https://bj.ke.com/chengjiao/BJCY84722273.html
116.487808,39.889853,平乐园小区,2012.09.29,189,3室1厅1厨1卫,东 南 北,75.58,25007,https://bj.ke.com/chengjiao/BJCY84982103.html
116.480977,39.886406,磨房北里,2012.10.08,208,3室1厅1厨1卫,南,73.05,28474,https://bj.ke.com/chengjiao/BJCY84814556.html
116.481662,39.878749,松榆东里,2012.10.09,148,1室1厅1厨1卫,南,50.6,29249,https://bj.ke.com/chengjiao/BJCY84907724.html
116.481662,39.878749,松榆东里,2012.10.10,116,1室1厅1厨1卫,南,39.67,29241,https://bj.ke.com/chengjiao/BJCY85005855.html
116.487808,39.889853,平乐园小区,2012.10.14,129,1室1厅1厨1卫,南,45.94,28080,https://bj.ke.com/chengjiao/BJCY84729572.html
116.483653,39.88914,禧福汇,2012.10.14,163,1室0厅1厨1卫,南,44.01,37037,https://bj.ke.com/chengjiao/BJCY85002134.html
116.483653,39.88914,禧福汇,2012.10.15,546,3室2厅1厨2卫,南 西 北,142.69,38265,https://bj.ke.com/chengjiao/BJCY84692537.html
116.481662,39.878749,松榆东里,2012.10.17,175,2室1厅1厨1卫,南,56.03,31233,https://bj.ke.com/chengjiao/BJCY84731525.html
116.483653,39.88914,禧福汇,2012.10.21,352,2室1厅1厨1卫,西 南,96.74,36386,https://bj.ke.com/chengjiao/BJCY84981657.html
116.487627,39.885395,潘道庙,2012.10.23,207,2室1厅1厨1卫,南 西,73,28356,https://bj.ke.com/chengjiao/BJCY84654542.html
116.487808,39.889853,平乐园小区,2012.10.23,134,1室1厅1厨1卫,南,45.94,29168,https://bj.ke.com/chengjiao/BJCY84937083.html
116.480977,39.886406,磨房北里,2012.10.23,160,2室1厅1厨1卫,南 北,56.67,28234,https://bj.ke.com/chengjiao/BJCY85058552.html
116.487808,39.889853,平乐园小区,2012.10.28,169,2室1厅1厨1卫,南 北,60.07,28134,https://bj.ke.com/chengjiao/BJCY85074723.html
116.480977,39.886406,磨房北里,2012.11.03,139,1室1厅1厨1卫,南 西,46.36,29983,https://bj.ke.com/chengjiao/BJCY85094427.html
116.480977,39.886406,磨房北里,2012.11.06,151,2室1厅1厨1卫,南 北,58.3,25901,https://bj.ke.com/chengjiao/BJCY85122809.html
116.480977,39.886406,磨房北里,2012.11.11,170,2室1厅1厨1卫,南,58.17,29225,https://bj.ke.com/chengjiao/BJCY85034067.html
116.480977,39.886406,磨房北里,2012.11.14,168,2室1厅1厨1卫,南,58.89,28528,https://bj.ke.com/chengjiao/BJCY84741097.html
116.480977,39.886406,磨房北里,2012.11.18,158,2室1厅1厨1卫,南 北,56.67,27881,https://bj.ke.com/chengjiao/BJCY85106364.html
116.480977,39.886406,磨房北里,2012.11.18,131,1室1厅1厨1卫,南,43.59,30053,https://bj.ke.com/chengjiao/BJCY85134376.html
116.487808,39.889853,平乐园小区,2012.11.19,130,1室1厅1厨1卫,南 北,45.95,28292,https://bj.ke.com/chengjiao/BJCY85171887.html
116.480977,39.886406,磨房北里,2012.11.19,149,1室1厅1厨1卫,南 西,46.58,31988,https://bj.ke.com/chengjiao/BJCY85145045.html
116.481662,39.878749,松榆东里,2012.11.22,173,2室1厅1厨1卫,南 北,57.25,30218,https://bj.ke.com/chengjiao/BJCY85085903.html
116.487808,39.889853,平乐园小区,2012.11.25,156,1室1厅1厨1卫,南,52.12,29931,https://bj.ke.com/chengjiao/BJCY85165541.html
116.483653,39.88914,禧福汇,2012.11.25,183,1室0厅1厨1卫,东 北,52.62,34778,https://bj.ke.com/chengjiao/BJCY84574616.html
116.481662,39.878749,松榆东里,2012.11.30,230,3室1厅1厨1卫,南 北,73.2,31421,https://bj.ke.com/chengjiao/BJCY84975531.html
116.481662,39.878749,松榆东里,2012.12.01,170,2室1厅1厨1卫,西 北,60.32,28183,https://bj.ke.com/chengjiao/BJCY85136483.html
116.483653,39.88914,禧福汇,2012.12.02,498,3室2厅1厨2卫,南 北,134.1,37136,https://bj.ke.com/chengjiao/BJCY85115162.html
116.483653,39.88914,禧福汇,2012.12.05,335,2室1厅1厨2卫,西,87.59,38246,https://bj.ke.com/chengjiao/BJCY84732113.html
116.480977,39.886406,磨房北里,2012.12.10,207,2室1厅1厨1卫,南 北,64.6,32043,https://bj.ke.com/chengjiao/BJCY85234917.html
116.480977,39.886406,磨房北里,2012.12.13,200,2室1厅1厨1卫,南 北,62.44,32031,https://bj.ke.com/chengjiao/BJCY84801593.html
116.487808,39.889853,平乐园小区,2012.12.13,142,1室1厅1厨1卫,南 北,47.17,30104,https://bj.ke.com/chengjiao/BJCY85207716.html
116.481662,39.878749,松榆东里,2012.12.13,193,2室1厅1厨1卫,西,73.58,26230,https://bj.ke.com/chengjiao/BJCY85248013.html
116.480977,39.886406,磨房北里,2012.12.16,157,2室1厅1厨1卫,北,58.98,26619,https://bj.ke.com/chengjiao/BJCY84805911.html
116.487808,39.889853,平乐园小区,2012.12.16,141,1室1厅1厨1卫,南,46.3,30454,https://bj.ke.com/chengjiao/BJCY85223890.html
116.487627,39.885395,潘道庙,2012.12.17,190,2室1厅1厨1卫,南,73,26027,https://bj.ke.com/chengjiao/BJCY85264486.html
116.48072,39.884041,磨房南里,2012.12.19,125,1室1厅1厨1卫,南 西,44.01,28403,https://bj.ke.com/chengjiao/BJCY84621107.html
116.480977,39.886406,磨房北里,2012.12.19,179,2室1厅1厨1卫,南 北,57.53,31114,https://bj.ke.com/chengjiao/BJCY85225867.html
116.481662,39.878749,松榆东里,2012.12.22,138,1室1厅1厨1卫,东,49.11,28100,https://bj.ke.com/chengjiao/BJCY85118200.html
116.487627,39.885395,潘道庙,2012.12.22,212,2室1厅1厨1卫,南 北,71.31,29729,https://bj.ke.com/chengjiao/BJCY84500000.html
116.48072,39.884041,磨房南里,2012.12.22,129,1室1厅1厨1卫,西,44.01,29312,https://bj.ke.com/chengjiao/BJCY85241233.html
116.480977,39.886406,磨房北里,2012.12.22,175,2室1厅1厨1卫,南 北,60.41,28969,https://bj.ke.com/chengjiao/BJCY85258899.html
116.487627,39.885395,潘道庙,2012.12.23,210,2室1厅1厨1卫,南 北,71.57,29342,https://bj.ke.com/chengjiao/BJCY85020289.html
116.483653,39.88914,禧福汇,2012.12.23,195,1室1厅1厨1卫,东 北,52.26,37313,https://bj.ke.com/chengjiao/BJCY85230368.html
116.487627,39.885395,潘道庙,2012.12.23,170,1室1厅1厨1卫,南,58.04,29290,https://bj.ke.com/chengjiao/BJCY84934159.html
116.481662,39.878749,松榆东里,2012.12.24,153,1室1厅1厨1卫,南,47.06,32512,https://bj.ke.com/chengjiao/BJCY85293253.html
116.483653,39.88914,禧福汇,2012.12.27,463,2室2厅1厨1卫,东 南,102.43,45202,https://bj.ke.com/chengjiao/BJCY85094319.html
116.481662,39.878749,松榆东里,2012.12.29,183,2室1厅1厨1卫,东 南 北,62.56,29252,https://bj.ke.com/chengjiao/BJCY85215149.html
116.480977,39.886406,磨房北里,2013.01.01,200,3室1厅1厨1卫,西 北,68.75,29091,https://bj.ke.com/chengjiao/BJCY85132442.html
116.480977,39.886406,磨房北里,2013.01.03,190,2室1厅1厨1卫,东 南,58.47,32495,https://bj.ke.com/chengjiao/BJCY85305867.html
116.487808,39.889853,平乐园小区,2013.01.04,170,2室1厅1厨1卫,东 南,60.33,28178,https://bj.ke.com/chengjiao/BJCY85254427.html
116.480977,39.886406,磨房北里,2013.01.09,195,2室1厅1厨1卫,南,58.18,33517,https://bj.ke.com/chengjiao/BJCY00368140.html
116.483653,39.88914,禧福汇,2013.01.13,433,2室1厅1厨1卫,东 南,97.85,44251,https://bj.ke.com/chengjiao/BJCY85270909.html
116.487808,39.889853,平乐园小区,2013.01.13,190,2室1厅1厨1卫,南 北,61.5,30894,https://bj.ke.com/chengjiao/BJCY85341691.html
116.487627,39.885395,潘道庙,2013.01.14,105,2室1厅1厨1卫,南,36.89,28463,https://bj.ke.com/chengjiao/BJCY85377705.html
116.481662,39.878749,松榆东里,2013.01.15,165,2室1厅1厨1卫,南 西,56.91,28993,https://bj.ke.com/chengjiao/BJCY85232596.html
116.480977,39.886406,磨房北里,2013.01.17,148,1室1厅1厨1卫,南,43.78,33805,https://bj.ke.com/chengjiao/BJCY85228499.html
116.480977,39.886406,磨房北里,2013.01.19,186,2室1厅1厨1卫,南 北,55.6,33453,https://bj.ke.com/chengjiao/BJCY85390895.html
116.483653,39.88914,禧福汇,2013.01.23,441,2室2厅1厨1卫,东 南,102.43,43054,https://bj.ke.com/chengjiao/BJCY85405592.html
116.480977,39.886406,磨房北里,2013.01.26,135,1室1厅1厨1卫,东 西,44.78,30147,https://bj.ke.com/chengjiao/BJCY85258453.html
116.481662,39.878749,松榆东里,2013.01.27,150,1室1厅1厨1卫,东 南,44.82,33467,https://bj.ke.com/chengjiao/BJCY85353954.html
116.480977,39.886406,磨房北里,2013.01.27,190,2室1厅1厨1卫,南 北,55.6,34173,https://bj.ke.com/chengjiao/BJCY85406823.html
116.48072,39.884041,磨房南里,2013.01.28,89,1室1厅1厨1卫,南,31.8,27987,https://bj.ke.com/chengjiao/BJCY85344691.html
116.480977,39.886406,磨房北里,2013.01.28,195,3室1厅1厨1卫,西 北,66.1,29501,https://bj.ke.com/chengjiao/BJCY85321816.html
116.481662,39.878749,松榆东里,2013.01.29,220,2室1厅1厨1卫,西,73.58,29899,https://bj.ke.com/chengjiao/BJCY85423646.html
116.481662,39.878749,松榆东里,2013.02.03,200,2室1厅1厨1卫,西 北,60.32,33156,https://bj.ke.com/chengjiao/BJCY85422261.html
116.48072,39.884041,磨房南里,2013.02.21,150,1室1厅1厨1卫,东 南,44.01,34083,https://bj.ke.com/chengjiao/BJCY85428656.html
116.483653,39.88914,禧福汇,2013.02.23,378,2室1厅1厨1卫,西 南,87.59,43156,https://bj.ke.com/chengjiao/BJCY85475036.html
116.481662,39.878749,松榆东里,2013.02.24,159,1室1厅1厨1卫,东 南,40.26,39493,https://bj.ke.com/chengjiao/BJCY85425963.html
116.480977,39.886406,磨房北里,2013.02.25,227,3室1厅1厨1卫,南 北,67.67,33545,https://bj.ke.com/chengjiao/BJCY85323730.html
116.487808,39.889853,平乐园小区,2013.02.28,167,1室1厅1厨1卫,南,45.94,36352,https://bj.ke.com/chengjiao/BJCY85494615.html
116.483653,39.88914,禧福汇,1905/7/5,205-226,1室0厅1厨1卫,南,44,46591-51364,https://bj.ke.com/chengjiao/BJCY86070257.html
116.480977,39.886406,磨房北里,2013.03.01,236,2室1厅1厨1卫,南 北,64.6,36533,https://bj.ke.com/chengjiao/BJCY85512199.html
116.480977,39.886406,磨房北里,2013.03.03,204,2室1厅1厨1卫,南 北,55.38,36836,https://bj.ke.com/chengjiao/BJCY85500958.html
116.48072,39.884041,磨房南里,2013.03.03,205,1室1厅1厨1卫,东 西,52.61,38966,https://bj.ke.com/chengjiao/BJCY85451736.html
116.481662,39.878749,松榆东里,2013.03.04,158,1室1厅1厨1卫,南 北,41.32,38238,https://bj.ke.com/chengjiao/BJCY85526442.html
116.483653,39.88914,禧福汇,2013.03.06,379,2室1厅1厨1卫,南 西,87.59,43270,https://bj.ke.com/chengjiao/BJCY85531125.html
116.481662,39.878749,松榆东里,2013.03.07,170,1室1厅1厨1卫,南,47.06,36124,https://bj.ke.com/chengjiao/BJCY85546257.html
116.483653,39.88914,禧福汇,2013.03.08,180,1室0厅1厨1卫,南,44.01,40900,https://bj.ke.com/chengjiao/BJCY85249785.html
